t,acc
36.04,6.85E+01
36.05,5.77E+01
36.06,4.26E+01
36.07,1.87E+01
36.08,-6.09E+00
36.09,-2.42E+01
36.1,-4.34E+01
36.11,-5.38E+01
36.12,-6.39E+01
36.13,-6.36E+01
36.14,-4.91E+01
36.15,-3.10E+01
36.16,-4.89E+00
36.17,2.78E+00
36.18,2.49E+00
36.19,7.91E+00
36.2,5.93E+00
36.21,1.45E+01
36.22,7.10E+00
36.23,-9.87E+00
36.24,-5.21E+00
36.25,-5.67E+00
36.26,-1.20E+00
36.27,-5.55E+00
36.28,-1.63E+01
36.29,-6.27E+00
36.3,-4.34E+00
36.31,4.48E+00
36.32,1.78E+01
36.33,2.17E+01
36.34,3.65E+01
36.35,5.06E+01
36.36,5.82E+01
36.37,5.47E+01
36.38,5.47E+01
36.39,5.85E+01
36.4,4.88E+01
36.41,4.98E+01
36.42,5.18E+01
36.43,4.70E+01
36.44,4.37E+01
36.45,3.70E+01
36.46,4.35E+01
36.47,5.57E+01
36.48,5.36E+01
36.49,4.54E+01
36.5,4.45E+01
36.51,4.30E+01
36.52,4.20E+01
36.53,4.14E+01
36.54,2.47E+01
36.55,9.30E+00
36.56,-1.49E-01
36.57,-1.25E+01
36.58,-2.34E+01
36.59,-4.44E+01
36.6,-5.49E+01
36.61,-5.04E+01
36.62,-5.72E+01
36.63,-5.28E+01
36.64,-4.17E+01
36.65,-4.66E+01
36.66,-3.95E+01
36.67,-3.02E+01
36.68,-3.17E+01
36.69,-2.76E+01
36.7,-2.84E+01
36.71,-2.21E+01
36.72,-7.85E+00
36.73,5.42E+00
36.74,2.11E+01
36.75,3.01E+01
36.76,3.67E+01
36.77,3.92E+01
36.78,4.05E+01
36.79,3.57E+01
36.8,1.88E+01
36.81,1.72E+00
36.82,-9.82E+00
36.83,-1.63E+01
36.84,-2.48E+01
36.85,-3.61E+01
36.86,-4.65E+01
36.87,-4.16E+01
36.88,-3.31E+01
36.89,-3.51E+01
36.9,-2.91E+01
36.91,-3.14E+01
36.92,-3.35E+01
36.93,-1.91E+01
36.94,-1.90E+01
36.95,-2.27E+01
36.96,-1.99E+01
36.97,-1.57E+01
36.98,-1.11E+00
36.99,6.33E+00
37,1.03E+01
37.01,1.17E+01
37.02,8.33E-01
37.03,2.05E-01
37.04,3.61E+00
37.05,7.73E+00
37.06,1.56E+01
37.07,1.65E+01
37.08,9.89E+00
37.09,-4.75E+00
37.1,-1.47E+01
37.11,-1.90E+01
37.12,-1.97E+01
37.13,-2.32E+01
37.14,-2.73E+01
37.15,-1.98E+01
37.16,-1.68E+01
37.17,-1.17E+01
37.18,5.38E+00
37.19,2.35E+01
37.2,3.47E+01
37.21,3.08E+01
37.22,2.12E+01
37.23,1.48E+01
37.24,1.25E+01
37.25,2.15E+01
37.26,3.43E+01
37.27,3.39E+01
37.28,2.76E+01
37.29,2.82E+01
37.3,2.59E+01
37.31,2.33E+01
37.32,2.47E+01
37.33,1.48E+01
37.34,7.06E+00
37.35,1.04E+00
37.36,-7.73E+00
37.37,-7.35E+00
37.38,-1.34E+01
37.39,-1.37E+01
37.4,-4.37E+00
37.41,-2.97E+00
37.42,-9.16E+00
37.43,-2.45E+01
37.44,-4.07E+01
37.45,-4.69E+01
37.46,-3.62E+01
37.47,-2.28E+01
37.48,-1.23E+01
37.49,3.61E+00
37.5,1.54E+01
37.51,2.72E+01
37.52,3.81E+01
37.53,4.29E+01
37.54,4.13E+01
37.55,2.91E+01
37.56,2.48E+01
37.57,2.72E+01
37.58,2.46E+01
37.59,2.93E+01
37.6,3.31E+01
37.61,2.79E+01
37.62,1.30E+01
37.63,-2.08E+00
37.64,-2.70E+00
37.65,-1.93E+00
37.66,3.02E+00
37.67,8.06E+00
37.68,3.68E+00
37.69,4.68E+00
37.7,9.27E-01
37.71,-4.41E+00
37.72,-3.36E+00
37.73,-8.04E-02
37.74,1.12E+00
37.75,-1.20E+01
37.76,-1.69E+01
37.77,-1.01E+01
37.78,-1.37E+01
37.79,-2.82E+01
37.8,-3.74E+01
37.81,-3.43E+01
37.82,-3.25E+01
37.83,-2.34E+01
37.84,-1.75E+01
37.85,-2.60E+01
37.86,-2.51E+01
37.87,-1.63E+01
37.88,-1.56E+01
37.89,-2.60E+01
37.9,-2.99E+01
37.91,-2.26E+01
37.92,-2.03E+01
37.93,-1.55E+01
37.94,-2.09E+00
37.95,9.54E+00
37.96,1.93E+01
37.97,2.84E+01
37.98,3.35E+01
37.99,3.97E+01
38,4.11E+01
38.01,3.65E+01
38.02,3.25E+01
38.03,1.71E+01
38.04,-6.36E+00
38.05,-2.01E+01
38.06,-2.87E+01
38.07,-4.60E+01
38.08,-6.21E+01
38.09,-7.61E+01
38.1,-8.76E+01
38.11,-7.79E+01
38.12,-5.56E+01
38.13,-2.78E+01
38.14,-9.31E+00
38.15,-2.95E+00
38.16,2.52E+00
38.17,-4.14E+00
38.18,4.73E+00
38.19,1.50E+01
38.2,6.81E+00
38.21,1.43E+01
38.22,1.45E+01
38.23,8.51E-01
38.24,6.93E+00
38.25,2.16E+01
38.26,2.40E+01
38.27,3.02E+01
38.28,4.20E+01
38.29,4.48E+01
38.3,5.07E+01
38.31,5.58E+01
38.32,5.38E+01
38.33,5.28E+01
38.34,4.20E+01
38.35,1.64E+01
38.36,-1.92E+00
38.37,-5.30E+00
38.38,-1.15E+01
38.39,-2.39E+01
38.4,-2.80E+01
38.41,-2.84E+01
38.42,-2.90E+01
38.43,-1.01E+01
38.44,5.39E+00
38.45,7.16E-01
38.46,2.14E+00
38.47,2.52E+00
38.48,9.03E+00
38.49,2.76E+01
38.5,2.60E+01
38.51,1.49E+01
38.52,1.12E+01
38.53,8.88E+00
38.54,4.29E+00
38.55,-5.06E+00
38.56,-1.24E+01
38.57,-1.96E+01
38.58,-2.00E+01
38.59,-1.74E+01
38.6,-1.40E+01
38.61,-3.64E+00
38.62,-4.78E+00
38.63,-4.16E+00
38.64,1.00E+01
38.65,2.14E+01
38.66,2.77E+01
38.67,2.61E+01
38.68,1.64E+01
38.69,1.51E+01
38.7,1.52E+01
38.71,2.90E+00
38.72,2.68E-01
38.73,3.45E-01
38.74,-8.98E+00
38.75,-1.01E+01
38.76,-1.33E+01
38.77,-2.27E+01
38.78,-2.46E+01
38.79,-2.66E+01
38.8,-3.25E+01
38.81,-3.79E+01
38.82,-4.15E+01
38.83,-3.97E+01
38.84,-3.29E+01
38.85,-2.78E+01
38.86,-2.38E+01
38.87,-2.16E+01
38.88,-2.66E+01
38.89,-1.89E+01
38.9,-3.64E+00
38.91,-1.16E+00
38.92,1.12E+00
38.93,3.83E+00
38.94,7.23E+00
38.95,8.43E+00
38.96,-2.70E+00
38.97,-1.54E+01
38.98,-2.03E+01
38.99,-1.30E+01
39,-3.54E-01
39.01,-2.86E+00
39.02,-1.20E+01
39.03,-1.25E+01
39.04,-6.74E+00
39.05,3.01E+00
39.06,2.75E+00
39.07,-1.91E-02
39.08,9.60E+00
39.09,2.12E+01
39.1,2.87E+01
39.11,2.79E+01
39.12,1.69E+01
39.13,3.38E+00
39.14,5.54E+00
39.15,1.35E+01
39.16,1.78E+01
39.17,2.89E+01
39.18,3.07E+01
39.19,2.70E+01
39.2,2.20E+01
39.21,1.20E+01
39.22,2.70E+00
39.23,-1.12E+01
39.24,-2.82E+01
39.25,-4.64E+01
39.26,-5.99E+01
39.27,-6.57E+01
39.28,-6.83E+01
39.29,-7.02E+01
39.3,-6.44E+01
39.31,-5.47E+01
39.32,-4.87E+01
39.33,-3.49E+01
39.34,-2.12E+01
39.35,-8.48E+00
39.36,1.27E+01
39.37,3.38E+01
39.38,5.72E+01
39.39,7.97E+01
39.4,9.13E+01
39.41,1.02E+02
39.42,1.12E+02
39.43,1.14E+02
39.44,1.17E+02
39.45,1.14E+02
39.46,9.77E+01
39.47,7.88E+01
39.48,5.81E+01
39.49,4.04E+01
39.5,2.47E+01
39.51,5.51E+00
39.52,-7.45E+00
39.53,-2.07E+01
39.54,-4.19E+01
39.55,-5.80E+01
39.56,-6.87E+01
39.57,-7.35E+01
39.58,-6.58E+01
39.59,-5.21E+01
39.6,-3.59E+01
39.61,-2.01E+01
39.62,-1.35E+01
39.63,-1.73E+01
39.64,-2.31E+01
39.65,-3.79E+01
39.66,-5.42E+01
39.67,-5.65E+01
39.68,-6.59E+01
39.69,-7.23E+01
39.7,-7.15E+01
39.71,-6.69E+01
39.72,-3.23E+01
39.73,-9.44E+00
39.74,-4.50E+00
39.75,2.62E+01
39.76,5.01E+01
39.77,6.35E+01
39.78,8.03E+01
39.79,8.15E+01
39.8,8.44E+01
39.81,8.43E+01
39.82,7.02E+01
39.83,6.46E+01
39.84,5.87E+01
39.85,4.45E+01
39.86,2.58E+01
39.87,1.07E+01
39.88,1.21E+01
39.89,1.82E+01
39.9,2.79E+01
39.91,3.05E+01
39.92,1.34E+01
39.93,1.05E+01
39.94,1.98E+01
39.95,2.25E+01
39.96,2.32E+01
39.97,1.17E+01
39.98,7.02E-01
39.99,-1.12E+01
40,-2.97E+01
40.01,-4.68E+01
40.02,-7.16E+01
40.03,-8.78E+01
40.04,-9.23E+01
40.05,-1.02E+02
40.06,-1.08E+02
40.07,-1.02E+02
40.08,-8.60E+01
40.09,-5.60E+01
40.1,-2.59E+01
40.11,-1.37E+01
40.12,1.47E+00
40.13,2.17E+01
40.14,3.40E+01
40.15,5.24E+01
40.16,6.12E+01
40.17,5.87E+01
40.18,6.12E+01
40.19,5.69E+01
40.2,5.90E+01
40.21,6.37E+01
40.22,5.57E+01
40.23,4.80E+01
40.24,3.85E+01
40.25,2.80E+01
40.26,1.66E+01
40.27,6.26E-02
40.28,-1.78E+01
40.29,-2.90E+01
40.3,-3.32E+01
40.31,-4.15E+01
40.32,-3.80E+01
40.33,-2.30E+01
40.34,-1.33E+01
40.35,-8.50E-01
40.36,1.08E+01
40.37,1.84E+01
40.38,3.19E+01
40.39,4.72E+01
40.4,5.15E+01
40.41,4.75E+01
40.42,3.86E+01
40.43,2.01E+01
40.44,-3.88E+00
40.45,-2.59E+01
40.46,-4.58E+01
40.47,-6.63E+01
40.48,-7.72E+01
40.49,-8.00E+01
40.5,-9.01E+01
40.51,-9.59E+01
40.52,-9.87E+01
40.53,-1.05E+02
40.54,-8.95E+01
40.55,-6.30E+01
40.56,-3.71E+01
40.57,8.85E-01
40.58,2.80E+01
40.59,4.71E+01
40.6,7.56E+01
40.61,8.38E+01
40.62,8.18E+01
40.63,8.21E+01
40.64,5.85E+01
40.65,2.90E+01
40.66,1.50E+01
40.67,1.38E+01
40.68,1.57E+01
40.69,1.03E+01
40.7,7.38E+00
40.71,1.33E+01
40.72,2.35E+01
40.73,2.91E+01
40.74,2.91E+01
40.75,2.62E+01
40.76,1.47E+01
40.77,6.03E+00
40.78,6.23E+00
40.79,-2.13E+00
40.8,-1.80E+01
40.81,-2.88E+01
40.82,-3.89E+01
40.83,-4.64E+01
40.84,-3.91E+01
40.85,-1.69E+01
40.86,8.81E-01
40.87,8.34E+00
40.88,2.74E+01
40.89,4.43E+01
40.9,4.74E+01
40.91,5.27E+01
40.92,5.25E+01
40.93,4.70E+01
40.94,3.66E+01
40.95,2.07E+01
40.96,-1.10E+00
40.97,-1.90E+01
40.98,-1.83E+01
40.99,-1.93E+01
41,-1.50E+01
41.01,3.05E+00
41.02,1.05E+01
41.03,8.10E+00
41.04,8.37E+00
41.05,8.70E+00
41.06,5.83E+00
41.07,2.50E+00
41.08,-3.89E+00
41.09,-9.33E+00
41.1,-1.43E+01
41.11,-2.21E+01
41.12,-1.90E+01
41.13,-2.48E+01
41.14,-4.96E+01
41.15,-5.29E+01
41.16,-5.00E+01
41.17,-6.13E+01
41.18,-5.56E+01
41.19,-4.92E+01
41.2,-4.34E+01
41.21,-1.72E+01
41.22,6.77E+00
41.23,2.60E+01
41.24,4.27E+01
41.25,5.35E+01
41.26,5.33E+01
41.27,3.95E+01
41.28,3.31E+01
41.29,3.35E+01
41.3,3.81E+01
41.31,4.56E+01
41.32,4.01E+01
41.33,2.55E+01
41.34,1.68E+01
41.35,1.28E+01
41.36,3.40E+00
41.37,-1.78E+00
41.38,4.76E+00
41.39,1.20E+01
41.4,1.57E+01
41.41,1.30E+01
41.42,1.19E+00
41.43,-9.73E+00
41.44,-1.55E+01
41.45,-1.67E+01
41.46,-1.57E+01
41.47,-1.66E+01
41.48,-1.09E+01
41.49,-9.79E+00
41.5,-1.64E+01
41.51,-2.09E+01
41.52,-2.38E+01
41.53,-1.21E+01
41.54,8.15E+00
41.55,2.40E+01
41.56,3.50E+01
41.57,4.09E+01
41.58,4.64E+01
41.59,4.80E+01
41.6,4.11E+01
41.61,3.08E+01
41.62,2.08E+01
41.63,4.26E+00
41.64,-7.86E+00
41.65,-1.26E+01
41.66,-2.86E+01
41.67,-4.32E+01
41.68,-5.05E+01
41.69,-6.10E+01
41.7,-5.97E+01
41.71,-4.81E+01
41.72,-4.74E+01
41.73,-4.67E+01
41.74,-3.82E+01
41.75,-2.97E+01
41.76,-1.24E+01
41.77,3.45E+00
41.78,9.86E+00
41.79,1.66E+01
41.8,1.96E+01
41.81,1.22E+01
41.82,-2.48E+00
41.83,-2.01E+01
41.84,-4.02E+01
41.85,-5.02E+01
41.86,-5.51E+01
41.87,-5.67E+01
41.88,-4.41E+01
41.89,-3.10E+01
41.9,-1.28E+01
41.91,4.67E-01
41.92,1.46E+00
41.93,1.01E+01
41.94,1.23E+01
41.95,1.44E+01
41.96,1.67E+01
41.97,2.93E+00
41.98,-4.44E+00
41.99,-4.48E+00
42,-8.74E+00
42.01,-9.44E+00
42.02,-1.11E+00
42.03,1.10E+01
42.04,2.27E+01
42.05,3.40E+01
42.06,3.63E+01
42.07,3.64E+01
42.08,3.64E+01
42.09,3.11E+01
42.1,2.45E+01
42.11,1.29E+01
42.12,8.19E+00
42.13,5.76E+00
42.14,3.28E-01
42.15,4.85E+00
42.16,8.12E+00
42.17,1.39E+01
42.18,2.21E+01
42.19,2.33E+01
42.2,3.13E+01
42.21,3.70E+01
42.22,3.52E+01
42.23,3.56E+01
42.24,2.97E+01
42.25,1.43E+01
42.26,-4.49E+00
42.27,-2.04E+01
42.28,-3.66E+01
42.29,-5.51E+01
42.3,-6.72E+01
42.31,-7.59E+01
42.32,-8.25E+01
42.33,-8.31E+01
42.34,-8.12E+01
42.35,-7.31E+01
42.36,-5.84E+01
42.37,-4.62E+01
42.38,-3.33E+01
42.39,-2.11E+01
42.4,-1.28E+01
42.41,-1.76E+00
42.42,8.11E+00
42.43,1.00E+01
42.44,9.48E+00
42.45,1.01E+01
42.46,7.20E+00
42.47,8.84E+00
42.48,1.30E+01
42.49,1.38E+01
42.5,1.87E+01
42.51,2.75E+01
42.52,3.95E+01
42.53,4.56E+01
42.54,4.51E+01
42.55,3.87E+01
42.56,2.33E+01
42.57,1.65E+01
42.58,1.31E+01
42.59,9.33E+00
42.6,1.59E+01
42.61,2.09E+01
42.62,1.62E+01
42.63,3.36E+00
42.64,-8.85E+00
42.65,-1.77E+01
42.66,-3.03E+01
42.67,-4.41E+01
42.68,-5.59E+01
42.69,-6.15E+01
42.7,-5.99E+01
42.71,-4.62E+01
42.72,-1.97E+01
42.73,1.10E+00
42.74,7.39E+00
42.75,1.43E+01
42.76,2.78E+01
42.77,2.90E+01
42.78,2.89E+01
42.79,3.04E+01
42.8,1.89E+01
42.81,1.45E+01
42.82,7.88E+00
42.83,-3.99E+00
42.84,-7.19E+00
42.85,-1.36E+01
42.86,-1.86E+01
42.87,-1.75E+01
42.88,-1.60E+01
42.89,-1.55E+01
42.9,-9.21E+00
42.91,4.75E+00
42.92,1.27E+01
42.93,1.44E+01
42.94,1.33E+01
42.95,3.36E-01
42.96,-1.56E+01
42.97,-2.21E+01
42.98,-2.96E+01
42.99,-3.99E+01
43,-4.17E+01
43.01,-3.25E+01
43.02,-2.26E+01
43.03,-2.21E+01
43.04,-2.42E+01
43.05,-2.33E+01
43.06,-2.01E+01
43.07,-9.46E+00
43.08,-2.47E+00
43.09,9.91E-01
43.1,1.11E+01
43.11,1.25E+01
43.12,1.45E+01
43.13,1.95E+01
43.14,1.80E+01
43.15,2.74E+01
43.16,3.65E+01
43.17,4.06E+01
43.18,4.52E+01
43.19,4.26E+01
43.2,3.42E+01
43.21,1.87E+01
43.22,8.91E+00
43.23,2.98E+00
43.24,-7.36E+00
43.25,-5.37E+00
43.26,1.45E-01
43.27,3.30E+00
43.28,5.41E+00
43.29,-2.91E+00
43.3,-6.98E+00
43.31,-1.09E+01
43.32,-2.01E+01
43.33,-2.05E+01
43.34,-1.93E+01
43.35,-1.62E+01
43.36,-6.02E+00
43.37,1.06E+00
43.38,1.40E+00
43.39,-1.25E+00
43.4,-7.56E+00
43.41,-1.59E+01
43.42,-1.94E+01
43.43,-1.70E+01
43.44,-1.40E+01
43.45,-8.33E+00
43.46,2.13E+00
43.47,8.03E+00
43.48,1.53E+01
43.49,2.27E+01
43.5,1.80E+01
43.51,1.08E+01
43.52,2.25E+00
43.53,-7.83E+00
43.54,-1.71E+01
43.55,-2.09E+01
43.56,-1.45E+01
43.57,-8.55E+00
43.58,1.89E+00
43.59,1.29E+01
43.6,1.76E+01
43.61,2.16E+01
43.62,2.03E+01
43.63,1.98E+01
43.64,2.02E+01
43.65,2.12E+01
43.66,2.32E+01
43.67,1.30E+01
43.68,-2.78E+00
43.69,-1.38E+01
43.7,-2.09E+01
43.71,-2.42E+01
43.72,-2.55E+01
43.73,-2.52E+01
43.74,-2.01E+01
43.75,-1.57E+01
43.76,-1.67E+01
43.77,-1.40E+01
43.78,-7.75E+00
43.79,-1.29E+00
43.8,5.68E+00
43.81,9.00E+00
43.82,1.44E+01
43.83,2.03E+01
43.84,2.08E+01
43.85,2.51E+01
43.86,3.04E+01
43.87,3.32E+01
43.88,3.56E+01
43.89,3.62E+01
43.9,3.62E+01
43.91,2.82E+01
43.92,1.92E+01
43.93,1.75E+01
43.94,1.09E+01
43.95,2.34E+00
43.96,-5.38E+00
43.97,-1.61E+01
43.98,-2.35E+01
43.99,-2.42E+01
44,-1.56E+01
44.01,1.51E+00
44.02,1.95E+01
44.03,3.17E+01
44.04,4.29E+01
44.05,5.10E+01
44.06,3.81E+01
44.07,1.48E+01
44.08,1.77E+00
44.09,-3.67E+00
44.1,-6.50E+00
44.11,-1.21E+01
44.12,-1.67E+01
44.13,-2.39E+01
44.14,-4.18E+01
44.15,-5.39E+01
44.16,-6.10E+01
44.17,-6.87E+01
44.18,-6.79E+01
44.19,-6.37E+01
44.2,-5.64E+01
44.21,-4.54E+01
44.22,-3.31E+01
44.23,-1.74E+01
44.24,-3.28E+00
44.25,8.83E+00
44.26,2.07E+01
44.27,3.28E+01
44.28,4.18E+01
44.29,4.51E+01
44.3,3.92E+01
44.31,2.31E+01
44.32,1.67E+01
44.33,1.91E+01
44.34,1.97E+01
44.35,2.04E+01
44.36,1.94E+01
44.37,2.42E+01
44.38,2.39E+01
44.39,1.37E+01
44.4,6.96E+00
44.41,4.04E+00
44.42,3.81E+00
44.43,4.00E+00
44.44,8.63E+00
44.45,1.55E+01
44.46,8.65E+00
44.47,-5.31E-02
44.48,7.62E+00
44.49,1.56E+01
44.5,1.86E+01
44.51,2.43E+01
44.52,2.33E+01
44.53,1.38E+01
44.54,9.21E+00
44.55,7.08E+00
44.56,9.98E-01
44.57,-3.37E+00
44.58,-9.63E+00
44.59,-1.14E+01
44.6,-8.83E+00
44.61,-9.40E+00
44.62,-3.90E+00
44.63,8.37E-01
44.64,1.08E+00
44.65,6.28E+00
44.66,8.28E+00
44.67,1.46E+00
44.68,-1.08E+01
44.69,-2.43E+01
44.7,-2.11E+01
44.71,-1.16E+01
44.72,-1.46E+01
44.73,-1.32E+01
44.74,-5.54E+00
44.75,-2.08E+00
44.76,3.60E+00
44.77,1.92E+01
44.78,3.12E+01
44.79,3.82E+01
44.8,5.07E+01
44.81,4.93E+01
44.82,3.58E+01
44.83,2.77E+01
44.84,1.46E+01
44.85,-6.58E-01
44.86,-1.19E+01
44.87,-2.65E+01
44.88,-2.99E+01
44.89,-2.17E+01
44.9,-8.54E+00
44.91,9.60E+00
44.92,1.80E+01
44.93,2.04E+01
44.94,2.50E+01
44.95,2.42E+01
44.96,6.97E+00
44.97,-1.01E+01
44.98,-1.83E+01
44.99,-3.01E+01
45,-2.40E+01
45.01,-1.48E+01
45.02,-1.85E+01
45.03,-1.56E+01
45.04,-1.20E+01
45.05,-1.47E+00
45.06,9.91E+00
45.07,1.41E+01
45.08,1.73E+01
45.09,1.22E+01
45.1,5.86E+00
45.11,-2.83E+00
45.12,-1.68E+01
45.13,-2.38E+01
45.14,-2.62E+01
45.15,-2.45E+01
45.16,-6.27E+00
45.17,1.32E+01
45.18,1.88E+01
45.19,3.28E+01
45.2,3.68E+01
45.21,2.04E+01
45.22,1.97E+01
45.23,1.83E+01
45.24,1.62E+01
45.25,2.30E+01
45.26,1.69E+01
45.27,1.66E+01
45.28,1.71E+01
45.29,7.13E+00
45.3,6.98E+00
45.31,1.17E+01
45.32,1.50E+01
45.33,2.18E+01
45.34,2.63E+01
45.35,2.08E+01
45.36,7.73E+00
45.37,-7.63E+00
45.38,-1.57E+01
45.39,-1.17E+01
45.4,-1.39E+01
45.41,-2.41E+01
45.42,-2.56E+01
45.43,-2.31E+01
45.44,-1.86E+01
45.45,-1.32E+01
45.46,-1.61E+01
45.47,-1.63E+01
45.48,-1.18E+01
45.49,-7.13E+00
45.5,-4.05E+00
45.51,-1.28E+01
45.52,-1.82E+01
45.53,-1.75E+01
45.54,-2.48E+01
45.55,-2.96E+01
45.56,-3.32E+01
45.57,-3.50E+01
45.58,-2.91E+01
45.59,-2.34E+01
45.6,-2.32E+01
45.61,-2.36E+01
45.62,-1.49E+01
45.63,-3.05E+00
45.64,9.58E+00
45.65,1.94E+01
45.66,2.26E+01
45.67,3.07E+01
45.68,3.40E+01
45.69,2.75E+01
45.7,1.93E+01
45.71,9.87E+00
45.72,9.02E+00
45.73,8.19E+00
45.74,-1.67E+00
45.75,-9.20E+00
45.76,-1.92E+01
45.77,-3.13E+01
45.78,-3.25E+01
45.79,-2.71E+01
45.8,-2.03E+01
45.81,-1.38E+01
45.82,-1.06E+01
45.83,-6.66E+00
45.84,-8.71E+00
45.85,-1.66E+01
45.86,-1.41E+01
45.87,-5.17E+00
45.88,3.93E+00
45.89,1.27E+01
45.9,1.31E+01
45.91,1.35E+01
45.92,2.17E+01
45.93,2.97E+01
45.94,2.97E+01
45.95,1.48E+01
45.96,-4.87E+00
45.97,-1.35E+01
45.98,-2.10E+01
45.99,-3.45E+01
46,-4.26E+01
46.01,-4.17E+01
46.02,-2.90E+01
46.03,-1.00E+01
46.04,1.76E+00
46.05,6.90E+00
46.06,8.62E+00
46.07,1.43E+01
46.08,1.64E+01
46.09,5.79E+00
46.1,-4.50E+00
46.11,-1.91E+01
46.12,-3.35E+01
46.13,-3.80E+01
46.14,-3.84E+01
46.15,-2.97E+01
46.16,-1.67E+01
46.17,-3.87E+00
46.18,9.98E+00
46.19,2.56E+01
46.2,3.89E+01
46.21,3.97E+01
46.22,3.56E+01
46.23,2.74E+01
46.24,7.53E+00
46.25,-1.40E+01
46.26,-3.26E+01
46.27,-5.51E+01
46.28,-6.61E+01
46.29,-5.36E+01
46.3,-3.41E+01
46.31,-1.19E+01
46.32,3.89E+00
46.33,7.10E+00
46.34,1.16E+01
46.35,9.12E+00
46.36,2.22E+00
46.37,4.49E+00
46.38,6.26E+00
46.39,4.64E+00
46.4,1.30E+00
46.41,-6.88E+00
46.42,-8.69E+00
46.43,4.85E-01
46.44,4.60E+00
46.45,1.43E+01
46.46,3.01E+01
46.47,3.94E+01
46.48,5.06E+01
46.49,4.87E+01
46.5,4.10E+01
46.51,3.30E+01
46.52,1.69E+01
46.53,1.26E+01
46.54,1.53E+01
46.55,1.65E+01
46.56,1.67E+01
46.57,1.42E+01
46.58,1.22E+01
46.59,1.28E+01
46.6,1.46E+01
46.61,1.24E+01
46.62,1.37E+01
46.63,1.43E+01
46.64,1.29E+01
46.65,8.35E+00
46.66,-8.71E+00
46.67,-1.50E+01
46.68,-1.30E+01
46.69,-1.57E+01
46.7,-1.81E+01
46.71,-2.29E+01
46.72,-2.32E+01
46.73,-2.13E+01
46.74,-1.82E+01
46.75,-2.24E+01
46.76,-3.04E+01
46.77,-2.78E+01
46.78,-3.04E+01
46.79,-4.32E+01
46.8,-5.55E+01
46.81,-5.76E+01
46.82,-5.18E+01
46.83,-3.17E+01
46.84,-4.48E+00
46.85,1.06E+01
46.86,3.48E+01
46.87,6.70E+01
46.88,9.80E+01
46.89,1.18E+02
46.9,1.19E+02
46.91,1.19E+02
46.92,1.07E+02
46.93,9.04E+01
46.94,7.18E+01
46.95,3.71E+01
46.96,1.25E+01
46.97,-1.35E-01
46.98,-1.67E+01
46.99,-2.32E+01
47,-2.37E+01
47.01,-2.97E+01
47.02,-3.92E+01
47.03,-5.25E+01
47.04,-5.42E+01
47.05,-4.36E+01
47.06,-3.70E+01
47.07,-2.54E+01
47.08,-1.59E+01
47.09,-1.35E+01
47.1,-6.47E+00
47.11,-1.38E+01
47.12,-3.07E+01
47.13,-3.55E+01
47.14,-3.81E+01
47.15,-3.58E+01
47.16,-2.56E+01
47.17,-2.03E+01
47.18,-1.00E+01
47.19,8.55E+00
47.2,2.38E+01
47.21,3.98E+01
47.22,4.98E+01
47.23,5.01E+01
47.24,4.55E+01
47.25,3.38E+01
47.26,1.93E+01
47.27,1.26E+00
47.28,-1.09E+01
47.29,-2.38E+01
47.3,-4.35E+01
47.31,-4.59E+01
47.32,-3.74E+01
47.33,-2.25E+01
47.34,3.79E+00
47.35,2.25E+01
47.36,2.44E+01
47.37,2.97E+01
47.38,3.85E+01
47.39,3.51E+01
47.4,3.91E+01
47.41,4.04E+01
47.42,3.34E+01
47.43,3.50E+01
47.44,3.78E+01
47.45,4.27E+01
47.46,3.30E+01
47.47,1.53E+01
47.48,4.40E+00
47.49,-3.64E+00
47.5,-6.95E+00
47.51,-1.91E+01
47.52,-2.89E+01
47.53,-3.29E+01
47.54,-3.91E+01
47.55,-3.51E+01
47.56,-2.35E+01
47.57,-1.51E+01
47.58,-5.56E+00
47.59,8.82E+00
47.6,1.91E+01
47.61,2.52E+01
47.62,2.73E+01
47.63,2.12E+01
47.64,2.11E+01
47.65,3.38E+01
47.66,3.84E+01
47.67,2.83E+01
47.68,2.44E+01
47.69,2.71E+01
47.7,1.94E+01
47.71,8.21E+00
47.72,-4.35E+00
47.73,-2.38E+01
47.74,-3.79E+01
47.75,-4.66E+01
47.76,-4.89E+01
47.77,-4.31E+01
47.78,-4.37E+01
47.79,-4.33E+01
47.8,-3.34E+01
47.81,-2.57E+01
47.82,-1.71E+01
47.83,-9.86E+00
47.84,-5.02E+00
47.85,5.23E+00
47.86,1.10E+01
47.87,1.98E+01
47.88,2.83E+01
47.89,1.81E+01
47.9,2.85E+00
47.91,-4.22E+00
47.92,3.44E+00
47.93,1.09E+01
47.94,4.44E+00
47.95,2.33E+00
47.96,1.33E+00
47.97,1.46E+00
47.98,5.73E+00
47.99,4.33E-01
48,-1.10E+01
48.01,-2.27E+01
48.02,-2.62E+01
48.03,-2.85E+01
48.04,-3.52E+01
48.05,-2.96E+01
48.06,-1.23E+01
48.07,9.31E+00
48.08,2.60E+01
48.09,3.64E+01
48.1,3.97E+01
48.11,4.14E+01
48.12,4.40E+01
48.13,2.92E+01
48.14,4.86E+00
48.15,-1.34E+01
48.16,-1.78E+01
48.17,-1.95E+01
48.18,-2.37E+01
48.19,-1.97E+01
48.2,-2.05E+01
48.21,-1.55E+01
48.22,-4.49E+00
48.23,-6.18E+00
48.24,-7.83E+00
